"","text","emotion","polarity"
"1025","hey idiotthats not fraudthats you trying to break our postal system","unknown","negative"
"1026","democrats want mail in voting so they can assist the homeless on how they vote and still use the dead","unknown","neutral"
"1027","donald trump has really bad giant pores gross","sadness","negative"
"1028","hotachasings hotachasings","unknown","positive"
"1029","we are closer to you than this missilefarm","unknown","positive"
"1030","if you win the election was rigged","unknown","negative"
"1031","thanks for the heads up doneld ill be sure to make sure i vote you out","unknown","neutral"
"1032","oh that is fake though","unknown","negative"
"1033","silentmajorityrising","unknown","positive"
"1034","overdead americans","unknown","positive"
"1035","the postmaster general is appointed by nine governors appointed by the president with the advice‚Ä","unknown","positive"
"1036","this is how theand your maga nazi ˇêñ are doing it tgank you for nothing","unknown","positive"
"1037","we‚Äôve been voting by mail foryears with no problemsstop making people afraid to vote you weirdo","fear","negative"
"1038","looking at all of this one question comes up is the us really a developed country elsewhere in‚Ä","unknown","negative"
"1039","i found the perfect shirt would you like oneorder it yourselfyou‚Äôre getting played like a fi‚Ä","joy","positive"
"1040","missilefarmˇáˇáˇáˇáˇáˇáˇáˇáˇáˇáˇáˇá","unknown","positive"
"1041","not good","joy","positive"
"1042","those arent votes","unknown","positive"
"1043","donald trump thinks this will give him a second term sad","sadness","neutral"
"1044","i will never trust anything from your source rnc research oh please vote by mail aka absentee v‚Ä","joy","positive"
"1045","and how often are votes messed up at the polling places especially when you shut polling places do‚Ä","unknown","positive"
"1046","a mock election thats all that is needed to say herereported","unknown","negative"
"1047","flawless","unknown","positive"
"1048","there is a reason why the democrats are pushing mail in ballots","unknown","positive"
"1049","worries about something novemberiscoming bidenpledgesallegiancetous trumpfailedamerica","unknown","negative"
"1050","i worked at the post office management is corrupt and usually democrat ‚Äúunion‚Äù t‚Ä","unknown","negative"
"1051","we don‚Äôt want you accept it","unknown","positive"
"1052","you are down bigly in every poll because you believe crazy shit like demon have sex with us while‚Ä","joy","negative"
"1053","murderibg clown you vote by mail your staff votes by mail losing end of stick moromic buffoon‚Ä","unknown","negative"
"1054","bt thats a cbs this morning network story by tony dokoupil being replayed locally as a warning‚Ä","unknown","positive"
"1055","totally fraudulent way of voting","unknown","negative"
"1056","another lie by the greatest liar in history","unknown","negative"
"1057","imo the dc elite have been planning amailin election since at leastmail easier to‚Ä","unknown","neutral"
"1058","cough cough excuse me mrpresident sir but what happened to your stupid tweets aboutoba‚Ä","surprise","negative"
"1059","the crooked mail workers will get off by the democrats to destroy the republican votes","sadness","negative"
"1060","that is not a commentary on voting it is a commentary on the failure of the postal systemwhich‚Ä","unknown","negative"
"1061","your concern is selfserving please try to win the election by merit of your ideas","joy","negative"
"1062","you voted by mail or did you get aspecial ballot","sadness","negative"
"1063","you let cps take my children now that my sole is dead i will make sure i haunt you forever it will‚Ä","unknown","negative"
"1064","wow you are desperatejust resign","unknown","positive"
"1065","why is it ok for you to vote by mail but not ok for anyone else","unknown","positive"
"1066","soaccording to the video votes may be lost but you‚Äôre claiming fraud","unknown","negative"
"1067","voting by mailwhats good for the gooseblah blah blah bidenfauciisahero","joy","negative"
"1068","i dare say there will be a lot of mislaid votes too","unknown","positive"
"1069","i have never had anything lost in the mail inyears up until recently i have always payed my b‚Ä","unknown","negative"
"1070","also those missingvotes could arrive in a day or two the post mark is what matters not the d‚Ä","unknown","positive"
"1071","so we can or can‚Äôt trust the media i‚Äôm so confused","unknown","negative"
"1072","justiceforbreonnataylor","unknown","positive"
"1073","i hope he voted for bidenˇ","unknown","positive"
"1074","check this outcbs news actually attempting to do real investigative reporting and determines‚Ä","unknown","positive"
"1075","this is for trump your courts your cps kidnapped my children killed my sole i have nothing i pray‚Ä","unknown","neutral"
"1076","how long till its arrived and counteddid you appoint theusps postmaster","unknown","negative"
"1077","ohio needs you now we need the freedom to choose hcqs over dying now","unknown","negative"
"1078","obviously you know youre going to lose what a childish strategy","unknown","negative"
"1079","check mine out i got this text but my name is not charles and i don‚Äôt live in ga","joy","positive"
"1080","americans dead trumpvirus","unknown","negative"
"1081","any vote by mail should be notorized and sent registered mailanything else should be invalid one eo can do this","unknown","negative"
"1082","if you mail in your election the communist socialist democrat party will cheat like they have foryears","joy","neutral"
"1083","how do you get all those ballotsthey will only send me one form to fill out ˇôÑ","sadness","negative"
"1084","you are the only one lying stop with your conspiracy you think you are a victim because thats your choice","unknown","negative"
"1085","this is unacceptablei work the polls on election days and will to do it again this timejus‚Ä","unknown","neutral"
