"","x"
"1944","calm the waters and lower the temperature is politician speak for cave into whatever demands the rioteâ€"
"1945","debate trump you coward"
"1946","we need medicare for all"
"1947","marytrump and marytrumpbook have confirmed what we now know abouthis own niece a pâ€"
"1948","great speech and different then djt"
"1949","well that excludes you"
"1950","can you revamp the entire school district in hillsborough county tampa florida the superintendentâ€"
"1951","have you chosen yourtoken yetyou pathetic weak little man ğÿ™„"
"1952","trumpno socialism"
"1953","youve been in politics foryrsyrs as us senator committee chairman an attorneyyrs vp imâ€"
"1954","let me know when you find one"
"1955","more well trodden platitudeswhats your plan sirthe actual plan to fix the countryas for the curâ€"
"1956","usa is a verry lucky they have new great candidategod bless you joe biden god bless you ameâ€"
"1957","im glad biden and obama followed their instincts in directing the fbi to investigate trumpbidens insâ€"
"1958","sorryamerica doesnâ€™t want a puppet for president"
"1959","biden voteforourlives"
"1960","the biden campaign put this out meaning this is the most coherent snippet they could findletâ€™s stop prâ€"
"1961","thatâ€™s all want the president wants"
"1962","joe youve got a lot to fix immediately if you get elected you have the power and the experience to revâ€"
"1963","stophiding"
"1964","yâ€™all are about to burn down get the bucket"
"1965","joebiden"
"1966","awesomeness"
"1967","so who is running for president"
"1968","traditional politician wow you now have a plan afteryears funnyğÿ˜‚"
"1969","soyouâ€™re home schooled"
"1970","what was your hand doing on this young girls breast joe€"
"1971","i love joe but obama is a freaking natural like beto"
"1972","so sweet how they thanked her"
"1973","trump at the moment has failed"
"1974","awww that was so so sweet i love mymen gojoe"
"1975","you are a lying dog faced pony soldier caâ€™mon joe you graduatedout ofin law schoâ€"
"1976","trumplandslide victory"
"1977","this is bidens nurse he literally needs help walking talking and gâ€"
"1978","my dear mother was a refugee and a proud american citizen she worked and paid her way throuâ€"
"1979","here we go again joe biden clearly lacks the confidence or cache to call ordinary americasâ€"
"1980","understand diamond joe if youre support is behind the future generation of freethinkers iâ€"
"1981","youre listening to the plight of teachers great show us what steps youâ€"
"1982","why did obama lowkey sound like doctor phil ğÿ˜‚ğÿ’€"
"1983","joe biden has dementia"
"1984","defund the teachers if they donâ€™t want to work and give taxpayers back their school taxes gâ€"
"1985","well done my president from november up front ilovebiden"
"1986","decency honor respectability reason logic facts comprehension thoughtful empatheticâ€"
"1987","trump once asked â€œwhat do you have to loseâ€ we are seeing what we have lost since he has beâ€"
"1988","you are so full of shxta pile of it"
"1989","evidently your staff doesnâ€™t think much of the men and women of the policeany comment orâ€"
"1990","ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚"
"1991","living off obama ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚"
"1992","votebidentosaveamerica obamagreat democracy"
"1993","more emotional no substance"
"1994","you are married to a teacher and you still havent thought it was way past time that teacherâ€"
"1995","ğÿ˜‚"
"1996","donâ€™t overdo it with the obama adsbe wise be cautious be real americans so far appearâ€"
"1997","biden canâ€™t even make a simple phone call without obama holding his hand given the latest câ€"
"1998","lmao obama saved you from losing the primary but is not going to save you from losing the general election"
"1999","whos running for president biden or obama"
"2000","why do you need obama to help you call someone are you that frail"
"2001","sniff happy tears ğÿ˜ğÿ˜š thank vice president biden and president obama you made beths day aâ€"
"2002","congratulationsjoe bidenand barack obama forgiving a support call to a teacher"
"2003","the job has turned into babysitting with a leftist indoctrination lesson plan teacher rolâ€"
"2004","we cannot let trump delay our election"
"2005","i love thus conversation"
"2006","you can keep your doctor and your planobama the biggest lie ever so why should i trustâ€"
"2007","mrvp please do everything in your powerensure trump amp his cult postpone the election riâ€"
"2008","and thank god the teachers unions are all nonpoliticalwait whats that they donate literâ€"
"2009","what a dummy"
"2010","ğÿ‘ğÿ‡ğÿ‡ğÿ—ğÿ‘ğÿ—"
"2011","i really love what you two are doingnovember rd is our day everybody"
"2012","the last thing this country needs are two farm animals running this country"
"2013","i love how barack did all the talkingstill sounds good by the wayand joâ€"
"2014","old joeif the kids cant go to school in personwe cant vote in persondementiajoe"
"2015","china joe what about hunter biden and tara readethe media canâ€™t keep protecting you from justice"
"2016","no idea wtf this meansâï"
"2017","joe still looks like vp obama should â€œtalk less smile moreâ€"
"2018","awesome"
"2019","you know these are bad times when a clip of people just being nice to each other makes you moved"
"2020","the great panderer"
"2021","absolutely i hope so ğÿ‡ğÿ‡ğÿ‘â€ğÿğÿ‘â€ğÿğÿ—âœˆïâœˆïğÿ‡ğÿ‡"
"2022","to see two of my toppresidents is so very heartwarming to witnessplease give us a lotâ€"
"2023","when youre elected id like to build you a presidential race car sir"
"2024","pick tammy duckworth for vptedspeaksthetruth"
"2025","you two ass hates shit down all testing of hn youâ€™ve shown how you would handle a pandemiâ€"
"2026","go go go dream team ğÿ˜ƒğÿ‘ğÿ"
"2027","riding bho coattails you are shameless smooth talking bs artist has you groveling eh"
"2028","i would have answered scammers quite calling me all you want is my money"
"2029","great men"
"2030","we need a law that would allow both obama and biden back in the wh the country would be saved in short order"
"2031","hey joe my wifeâ€™s taught the gifted and talented program at her school for â€"
"2032","i have a teacher close to me they are worried about all the extra work being put on them pâ€"
"2033","thereâ€™s got to be some idiot who thinks you know what you are doing"
"2034","interesting that biden posture is one of listening while others are talking aâ€"
"2035","real people for real times"
"2036","if minimum wage workers at walmart can go to work everyday then so can teacheâ€"
"2037","ğÿ’–"
"2038","iâ€™m not crying your cryingğÿ˜love that she mentioned that these th graders are â€œthe mostâ€"
"2039","pure bsnot any substantial idea or solution we are proud of you and you must be proud oâ€"
"2040","rofl such nice war criminals obamabiden are they were very polite while they were arming tâ€"
"2041","so proud to be ridinwithbiden ğÿ’• love you both"
"2042","joebidenforpresident"
"2043","donald j trumpâ h the drug companies are spending millions of dollars iâ€"
"2044","this is what presidential sounds likethank youandfor remindingâ€"
"2045","ğÿğÿğÿ"
"2046","ğÿ˜ğÿ˜‚ğÿ’™"
"2047","still hiding behind obama hello even as vp your records are bias prejudiced as president you wont change"
"2048","when will joe do his own tweetingjust like a life time politician to have his staff tweet for him"
"2049","mrpresident weâ€™re all counting the days until this nightmare is over"
"2050","i donâ€™t understand how anyone can be happy with this video what is biden going to do if heâ€"
"2051","bidenisaracist"
"2052","help"
"2053","the republican answer"
"2054","can you do anything without obama or invoking obamas name"
"2055","as per usuallooks better riding the coattails ofsome guyâ€™s are just better number twoâ€™s"
"2056","how obama and biden dont wake up every day screaming to the world about how tâ€"
"2057","who cares"
"2058","bidenomar"
"2059","wowthis is scary"
"2060","imagine a world where a politician didnt turn every event into a political movewhy couldâ€"
"2061","joebidenforpresident"
"2062","can we help the people on social security disability"
"2063","â‡ï this shirt is a bfd â‡ïrun donâ€™t walk to get yours today"
"2064","how any parent that loves their children could even think about sending them back to schoolâ€"
"2065","bring it on home joe weâ€™re rooting for you in the uk âœšğÿğÿ‡ğÿ‡ğÿ‡ğÿ‡"
"2066","democrat mediapoliticians are provoking irrational fear across the nation re covid nowâ€"
"2067","you need to tell joe the year and where he isğÿ"
"2068","did she allow you access to the kids"
"2069","god i miss that man leadership will go a long way neither are perfect but theyâ€™ll get us to where we must go"
"2070","see what specifically coming anyway this is an ad for obama biden said a few words still voting red maga"
"2071","hey burisma biden how can you see anything while hiding in your basement"
"2072","very touching indeed as a teacher for yrs in south africa never been given a recognitionâ€"
"2073","this my friends is what leadership looks like ğÿ‡ğÿ‡ğÿ’™ğÿ‡ğÿ‡ğÿ’™"
"2074","themost corrupt pos on planet earth"
"2075","joebidenforpresident"
"2076","ğÿ˜…ğÿ˜‚ğÿğÿ˜‚ğÿ˜…ğÿ˜‚ğÿğÿ˜‚ğÿ˜…ğÿğÿ˜‚ğÿ˜…ğÿ˜‚ğÿğÿ˜‚ğÿ˜…ğÿ˜‚ğÿğÿ˜‚ğÿ˜…"
"2077","panderific"
"2078","thatâ€™s pretty cool"
"2079","ğÿ"
"2080","americans dont need a person that keeps gaffing like joe biden"
"2081","joe you are theproudowner of corruption andbribery pressing and your son is involved to"
"2082","this is what we get for that k lifetime salary"
"2083","because you two have always been so effective at protecting the american peoplenot arentâ€"
"2084","verynice but call up a black teacher too justbeingpoliticallycorrect ğÿğÿâ€â™€ïblm too ğÿ”"
"2085","please pick susan rice for vp"
"2086","ğÿ‘ğÿœš"
"2087","you give us hope for the future"
"2088","real peoplewith real leadership qualities"
"2089","what a load of crap states have had months to come up with a plan wtf do we vote for goverâ€"
"2090","you sure youâ€™re not a husband to your sisterbe careful not to mix them up again"
"2091","i thought biden was running for presidentwhy does obama do the majority of the speakingâ€"
"2092","so is barack running for president or are you"
"2093","obama picked you for vp so the ticket would appeal to the wallace wing of the democratic parâ€"
"2094","biden has to be lead to his vehicle because he doesnâ€™t know which one it is"
"2095","ğÿ‡ğÿ‡"
"2096","iâ€™m gonna leave this right here"
"2097","itâ€™s unseemly for an expresident to be actively campaigning for a candidatehe should stay out of it"
"2098","why dont you call all the peoples families that were murdered because of the incompetant demâ€"
"2099","why didnt this happen when he was campaigninginstead he became agitated with voters whoâ€"
"2100","joe big fan but be careful please temper your muslim encouragement with i in no way do not râ€"
"2101","do you think riding president obamas coattail is going to convince everyone you know what youre doing"
"2102","sheâ€™s so calm i would lose my mind"
"2103","we the people are in trouble it is clear trump is losing control hes rant tweeting lyinâ€"
"2104","yes god willing and many thanks to beth and all the amazing teachers out there"
"2105","hi pres obama glad to see you there you saved me from losing my house almost exactlyyrsâ€"
"2106","joe biden an old rich corrupt perverted white man with a history of documented racismâ€"
"2107","dont ride on your wifes coattails"
"2108","this is great thank you for supporting us as teachers as well our kids"
"2109","your minions writing for you ğÿ˜‚ğÿ˜‚ğÿ˜‚ğÿ˜‚"
"2110","itll be nice to have a first lady whos not a national embarrassment again"
"2111","texas representative almost boards airforcewith president trump infected amp contageousâ€"
"2112","news flash obama children are a priority but theyre not spreading chinavirus these men aâ€"
"2113","get our kids back to schooltime to break the corrupt teachers unions"
"2114","we donâ€™t want harris pick someone else joe"
"2115","biden told tara reade after sexually assaulting her â€œyou are nothing to meâ€â€œyouâ€™re nothingâ€ per reade"
"2116","so true"
"2117","which one is the real candidate biden or obama gramps certainly is not taking the lead"
"2118","trump canâ€™t boast about the economy you and obama rebuilthe inherited your economy like hâ€"
"2119","tell her to teach you how to say a complete sentence starts with a complete thoughtmkultra at its best"
"2120","joe biden is a born failureyou vote biden you vote death"
"2121","ğÿ‘ğÿğÿ‘ğÿğÿ‘ğÿ"
"2122","this is how real men and our government is supposed to work thank you president obama and vâ€"
"2123","thanks my grandchildren are doing virtual the first semester hopefully covid will be gâ€"
"2124","youâ€™re confusing â€œgroomingâ€ with teaching ğÿ˜‚ğÿ˜‚ğÿ˜‚"
"2125","this is so disgusting i couldnâ€™t finish watching donâ€™t tell me there are so many idiots outâ€"
"2126","ğÿğÿğÿğÿğÿ"
"2127","too conscious of the other partyno strategy"
"2128","exactly donâ€™t politicize school reopening just do it instead of pandering to the teachersâ€"
"2129","dear vpbidenpls do not allow trump to boast about the economy you and obama rebuilthâ€"
"2130","pandering exclusive"
"2131","hes definitely scared hes well aware hes going to losehes gone to the other side inâ€"
"2132","funfact"
"2133","this is what happens when you and your currupt msm stoke lies and fearrepent god is watching you"
"2134","niccc"
"2135","what a great call by two most honorable amp respected personalitieskeep touch with the ppl ampâ€"
"2136","imagine if trump had listened to dems amp not shut down travel from china when he didnow iâ€"
"2137","as a retired teacher i cried at this conversation educators have so much on their shoulderâ€"
"2138","if you would just give the people hcq there would be noare the pandâ€"
"2139","whos going to be running the country biden or obama theres reason we have term limits"
"2140","that gave me chills"
"2141","fake commercialyawn"
"2142","now this is presidential both past and future thank you both you bring hope to america aâ€"
"2143","lol"
"2144","ğÿ’–ğÿ’–ğÿ’–ğÿ‡ğÿ‡â˜"
"2145","god willing well have some consistency and both parties will once again put children and thâ€"
"2146","a big no to susan rice as vp all we would hear is benghazi benghazi russiagate russiagatâ€"
"2147","oh look two has beens"
"2148","wow just wow"
"2149","again riding that coat tail at what point will you realize you canâ€™t make a decision on your own without obama"
"2150","all the kids are being home schooled joe"
"2151","he has moments when he seems to have some claritydid they up his aricept"
"2152","go to bed joe"
"2153","no one belie you joe american are watching donald trump is better to lead our country"
"2154","and some how your lack of memory terrible speaking ability and your enjoyment of young kids is going toâ€"
"2155","youre followers and representatives of your party are the ones literally setting fire to our country yoâ€"
"2156","we should now say â€œrussian agent trumâ€"
"2157","president trump has the best instincts of any president ever north korea he was right on china he is riâ€"
"2158","i have a hunch ag barr is going to bring an october surprise and youre not going to like it one bit"
"2159","meanwhile it is democrats throwing molotov cocktails this is dementia joe biden using his terrorists voâ€"
"2160","if president trump had lowered the temperature then we never would have learned about all the underhandedâ€"
"2161","we also need a president to know what statecountry he is in answer off the cuff questions not scriptedâ€"
"2162","after four years of potus dominating the news cycle your slogan should be â€œvote for me and youâ€™ll never hâ€"
"2163","yes bootlicking of china and made monster by clinton and nixon and all asia put in chinas hands"
"2164","joe you said you wantto listen to scientists he did by saying open yen schools but you saidâ€"
"2165","good joe just say the facts we donâ€™t need a debate tell us your platform and firstdays"
"2166","amber alertjoe bidencall findjoe"
"2167","leadership by not knowing where you are"
"2168","what was your hand doing on this young girls breast joe were you trying to add fuel to the fireâ€"
"2169","sleepy joe the last thing we need is a president in declining health if you cared so much about this coâ€"
"2170","hydrochloroquine is reducing fatalaties in all countries allowing its use truth and fact"
"2171","what we need is a president who believes in america not one who wants to destroy americanever joe"
"2172","cant wait to vote for you joe"
"2173","please dont take the bait on trumps delaying election thinghis hard core base is already waiting toâ€"
"2174","i dont get it do you want to calm the waters or forge a new path"
"2175","i wish you would challenge his constituents to go back through all of his interviews as president and finâ€"
"2176","trump trump trump"
"2177","is it gettinghot for quid pro joe going to have to answersome prettytuff questions soon"
"2178","americans need you"
"2179","joe you will sit in the oval office and wait for your owners to call and tell you what to do each day bâ€"
"2180","lying joe biden gm wilmington plant fisker motors lying joe your words this is my state i saved your jobsâ€"
"2181","ass hat didnâ€™t even know where he was in his opening remarks"
"2182","this country does not need biden"
"2183","make a change away from the democrats hateful lies while they fuel the destruction and violence going onâ€"
"2184","democrats will bait amp switch their followers i predict biden will not serve more thanmonths if heâ€™s eâ€"
"2185","oh please the hatred from the left doesnâ€™t need fuel they use the president as an excuse to be violent hateful and uncivilized"
"2186","â€œfuel to the fireâ€leftists started the fire"
"2187","while you consistently add fuel to ur irrepressible display of ineptitute oh i forgot you dont understanâ€"
"2188","by doing what exactlycapitulating our country to radical anarchists we didnt turn the temperature upâ€"
"2189","what day is it joe"
"2190","kamela harris for vice president"
"2191","he needs to delay the election"
"2192","well you can start with telling soros to call off his dogs in portland and seattle"
"2193","trumpreelectionvictory bidenisaracist"
"2194","would you suggest him telling black people they arent black loser"
"2195","youâ€™re not it"
"2196","we need a bland pc puppet who will say all the right things his masters approve of"
"2197","nap time joe"
"2198","mr president you warned us"
"2199","correct washington dc politics is way too damn hot but with the wrong prescription the only way to lowâ€"
"2200","no fuel just truth the year isjoe ğÿ"
"2201","dont you have someones hair to sniff"
"2202","mrbdenwhat are you doing about trumps plan to postpone the election"
"2203","the only you can do tocalm the waters and lower the temperature is to pass out sedatives to the entireâ€"
"2204","fire is the last thing our country needs right now from a democrat hahahahahahahahahahahahhahaha"
"2205","youll just try to calm those waters and lower the temp so you and your corporate donors can continue toâ€"
"2206","daysdias votejoebidenvotjoebiden"
"2207","you think you can do that you cant remember where the hell you are unless someone on your staff tellsâ€"
"2208","trump wants our children back at schoolâ€” yet suggests we delay our electionclearly itâ€™s all about hiâ€"
"2209","and i know because itâ€™s much cooler in my basement"
