"","text","emotion","polarity"
"407","donald trump committed voter fraud he used his maralargo address as his residence and its registered byâ€","unknown","neutral"
"408","he is a us citizen however","unknown","positive"
"409","itâ€™s way past your nap time joe","unknown","negative"
"410","huhuhu","unknown","positive"
"411","fake news joke biden says president trump voted by mail lying fake news keep discharging your lies demonicrats","unknown","negative"
"412","haaafunny you mention thatmore minority women became entrepreneurs in the last year due to presideâ€","unknown","negative"
"413","so youâ€™re promoting black americans now but you werenâ€™t before after the vote i see","unknown","negative"
"414","i wonder if your plan will be the same oneput in place that increased minorityownedâ€","surprise","positive"
"415","you are the racist biden kissing their asses and putting them in front of the line is not equalityteâ€","unknown","negative"
"416","itâ€™s amazing how you â€œ have a plan for thatâ€but during youryears a vice president you did nothing aâ€","surprise","neutral"
"417","what about asians we are colored as wellyou are such a racist","unknown","negative"
"418","biden and soros puppet crushed small business when they were in the white house so why the hell would aâ€","unknown","negative"
"419","no thanks","unknown","positive"
"420","warren","unknown","positive"
"421","not from you we have a president that cares about america","unknown","positive"
"422","too late joe you know that as well as we all do the only hope for the country is to install a democratâ€","unknown","positive"
"423","ğğñ€ñ€ğñ€ğññ‚ñ‹ ğñ‰ñ‘ ğğğğññ‚ ğğñ‚ñğğğ ğğğğğğñœñ","unknown","positive"
"424","what we really need is for the ds and rs in congress to stop having pissing contests they should have roâ€","unknown","negative"
"425","and this president is donald trump","unknown","positive"
"426","dementia is a horrible disease","fear","negative"
"427","okay dementia joe biden we know you are not doing your own tweetswe need a leader who doesnt hide in hiâ€","disgust","neutral"
"428","google death rate by country","unknown","negative"
"429","sleepy joe","unknown","positive"
"430","day late and a dollar short there mr racist as usual you have nothing but monday morning criticism mayâ€","unknown","negative"
"431","how many countries do we know where the president is constantly reminded to do his or her job would youâ€","unknown","neutral"
"432","i figure that â€œship has sailedâ€","unknown","negative"
"433","you need a guide dog apparently","unknown","negative"
"434","having children going back to school in a class room setting during a out of control pandemic was not theâ€","unknown","positive"
"435","we need tests that are not cost prohibitive lots of opportunists out there in the healthcare industry aâ€","unknown","negative"
"436","someone needs to get this virus under control in our country the current president hasnâ€™t done anythingâ€","sadness","negative"
"437","he would be able to do his job if your party wouldnâ€™t fight him every step of the wayalso hydroxychlorâ€","unknown","negative"
"438","pedophile","unknown","positive"
"439","he wontthat is why we need you","unknown","negative"
"440","we will have one when you are voted into office","unknown","positive"
"441","we need you joe biden joebidenforpresident","unknown","negative"
"442","its fun coming to joes twitter page after visiting trumps i actually get to see complete and factual sentences","sadness","negative"
"443","you left off â€œwe need this president to go to jailâ€ yes for crimes proven better yet we need him to go away","unknown","neutral"
"444","who in gods name is writing your textsthey are so stupidreallydudeyou need a new pr person","unknown","negative"
"445","you need an efficient dementia testing now","unknown","neutral"
"446","we have a great potus djt who works hard everyday for real americansyou will never be able to fill djtâ€","joy","positive"
"447","i agree","unknown","positive"
"448","we already have that jill tell your husband to leave the basement more and hell see that","unknown","negative"
"449","what we need are numbers that are not falsely inflated if the data is bad then we have no real idea how bad the disease is","sadness","negative"
"450","do you even know who you are","unknown","positive"
"451","oh look itâ€™s joe dirt the basement rat","unknown","negative"
"452","donâ€™t have the corona donâ€™t know anyone who has that trump is doing just fine","unknown","positive"
"453","who writes this stuff so far from reality joe","unknown","negative"
"454","we need a democrat candidate that knows where they are at","unknown","neutral"
"455","thank you joe ampat the very least the public should be able to get the same daily tests that louie gohmert got","sadness","negative"
"456","trump isnt going to do anything and then hell lie that he did oh and that he did a great job like tâ€","joy","negative"
"457","we need someone who cares about the elderly to report your family and democrats for elder abuse already","unknown","negative"
"458","shutittrump","unknown","positive"
"459","cruz needs to take a course in ethics heâ€™s helping trump jron a twitter matter and votes no to help tâ€","unknown","positive"
